hour,day_of_week,month,zone,weather,is_holiday,temperature_c,demand
2,0,1,Zone_A,rain,0,31.5,136.8
1,4,2,Zone_C,rain,0,28.2,99.9
10,5,6,Zone_D,clear,0,21.1,115.1
23,2,8,Zone_B,clear,0,15.1,95.1
17,1,10,Zone_B,snow,0,20.0,0.0
23,3,8,Zone_A,clear,0,14.9,76.9
20,5,8,Zone_D,rain,0,21.5,11.6
3,2,7,Zone_D,rain,0,34.3,146.4
7,4,2,Zone_A,snow,0,12.2,133.9
10,5,3,Zone_B,rain,0,15.7,128.1
14,2,11,Zone_D,clear,0,27.2,74.4
22,0,5,Zone_D,rain,0,32.4,52.9
23,0,12,Zone_A,clear,0,19.2,90.6
20,6,4,Zone_D,clear,0,34.9,21.4
1,6,2,Zone_C,clear,0,17.0,115.9
22,6,12,Zone_C,rain,0,37.0,14.0
18,3,12,Zone_C,clear,0,31.0,20.1
14,5,6,Zone_B,fog,0,23.7,11.9
12,5,9,Zone_B,clear,0,34.0,67.8
1,2,3,Zone_C,clear,0,16.0,152.5
2,5,12,Zone_B,rain,0,23.8,82.5
13,5,9,Zone_B,clear,0,29.5,40.3
19,3,7,Zone_A,clear,0,21.8,42.3
12,2,5,Zone_B,clear,0,23.4,127.9
22,1,5,Zone_D,clear,0,24.2,75.4
15,2,8,Zone_C,clear,0,31.7,53.3
11,5,12,Zone_B,rain,0,11.7,96.4
0,2,8,Zone_D,snow,0,-0.9,73.8
5,1,3,Zone_D,clear,0,37.5,186.2
12,4,2,Zone_D,rain,0,18.8,81.4
21,0,8,Zone_D,rain,0,29.8,41.7
23,2,6,Zone_D,clear,0,6.3,96.5
1,3,2,Zone_C,fog,0,10.2,117.1
17,1,2,Zone_D,clear,0,31.9,24.7
16,6,1,Zone_B,rain,0,19.0,0.0
18,4,1,Zone_C,snow,0,19.5,0.0
22,0,5,Zone_B,clear,0,15.8,62.1
14,0,9,Zone_B,clear,0,27.5,65.7
7,3,12,Zone_B,fog,0,20.0,143.5
22,4,6,Zone_B,fog,0,27.6,37.4
8,3,6,Zone_C,clear,0,25.5,167.3
7,0,8,Zone_C,snow,0,20.8,137.0
7,5,3,Zone_C,rain,0,3.2,120.0
10,6,3,Zone_A,clear,0,5.4,109.6
17,2,9,Zone_A,clear,0,27.4,26.1
16,1,8,Zone_D,rain,0,20.2,18.5
21,1,8,Zone_B,clear,0,25.8,51.2
22,3,3,Zone_B,snow,0,22.4,16.6
5,2,10,Zone_D,clear,0,29.8,182.5
22,0,6,Zone_B,clear,0,15.9,80.1
23,1,12,Zone_A,clear,0,21.3,87.5
1,1,1,Zone_B,clear,0,10.0,138.9
0,3,6,Zone_D,snow,0,23.7,61.5
9,6,1,Zone_C,clear,0,25.1,119.8
7,4,9,Zone_C,rain,0,25.7,157.2
15,1,4,Zone_D,snow,0,23.2,19.1
23,5,4,Zone_D,fog,0,30.7,18.5
13,3,9,Zone_A,rain,0,26.5,66.4
23,0,4,Zone_C,clear,0,11.3,89.5
15,1,2,Zone_B,clear,0,26.8,49.5
13,6,6,Zone_D,clear,0,20.7,50.8
6,3,3,Zone_C,clear,0,28.7,186.5
17,6,5,Zone_A,fog,0,19.0,0.0
19,4,7,Zone_B,clear,0,18.5,16.5
8,2,12,Zone_A,rain,0,36.5,185.1
23,1,10,Zone_C,clear,0,16.2,95.9
3,3,2,Zone_D,snow,0,35.3,136.4
23,2,9,Zone_B,clear,0,20.0,86.4
15,4,5,Zone_B,fog,0,35.2,32.6
21,6,3,Zone_B,clear,0,10.8,22.5
10,5,12,Zone_B,clear,0,21.0,135.7
8,1,12,Zone_C,fog,0,23.7,162.4
16,3,1,Zone_B,rain,0,22.7,34.2
21,2,2,Zone_C,clear,0,20.8,60.1
10,0,3,Zone_A,rain,0,27.7,130.7
19,0,8,Zone_B,clear,0,22.6,52.1
2,3,10,Zone_A,clear,0,27.7,146.5
20,2,3,Zone_C,snow,0,18.2,23.1
10,0,8,Zone_A,clear,0,24.6,154.4
7,1,3,Zone_B,clear,0,41.2,182.5
9,3,8,Zone_B,fog,0,22.2,126.5
5,4,5,Zone_B,clear,0,26.6,196.3
16,6,8,Zone_A,fog,0,25.3,0.0
5,5,7,Zone_C,rain,0,34.9,124.2
6,1,6,Zone_D,rain,0,15.9,165.7
12,3,2,Zone_D,clear,0,21.2,99.3
5,6,9,Zone_C,clear,0,25.4,151.5
2,0,7,Zone_B,rain,0,18.8,123.8
12,4,9,Zone_D,snow,0,26.8,49.4
9,1,6,Zone_B,clear,0,33.2,166.2
3,5,9,Zone_D,clear,0,33.1,112.4
4,2,11,Zone_C,clear,0,14.9,161.6
20,4,2,Zone_D,fog,0,26.5,28.9
18,5,4,Zone_B,rain,0,38.8,0.0
17,0,4,Zone_B,clear,0,22.2,40.9
23,6,9,Zone_D,clear,0,14.1,46.7
6,5,1,Zone_C,clear,0,26.8,162.4
20,6,8,Zone_A,clear,0,20.0,18.0
0,4,12,Zone_B,rain,0,33.4,114.8
16,0,9,Zone_C,fog,0,24.2,24.6
23,3,9,Zone_B,snow,0,22.5,55.9
19,5,6,Zone_C,clear,0,37.6,5.4
19,1,6,Zone_C,snow,0,22.7,13.4
17,6,1,Zone_B,clear,1,14.1,0.0
4,5,6,Zone_D,clear,0,29.2,153.8
21,3,9,Zone_A,clear,0,18.5,55.5
5,4,11,Zone_D,fog,0,31.8,137.8
9,3,1,Zone_C,snow,0,32.3,150.1
18,1,12,Zone_C,clear,0,35.8,24.9
9,4,2,Zone_C,rain,0,6.0,168.3
5,3,5,Zone_B,rain,0,15.7,168.6
9,5,12,Zone_B,snow,1,32.6,65.6
9,3,7,Zone_C,rain,0,11.1,164.8
20,3,2,Zone_A,clear,0,15.4,49.2
11,2,12,Zone_A,clear,1,21.7,123.6
23,6,1,Zone_B,clear,0,30.1,48.6
3,4,12,Zone_B,clear,0,13.4,167.5
12,6,9,Zone_A,clear,0,13.5,64.2
9,1,8,Zone_A,fog,0,20.0,146.0
15,4,4,Zone_C,clear,0,21.1,39.7
18,5,4,Zone_D,clear,0,24.2,0.0
5,4,7,Zone_D,clear,0,26.4,191.4
8,3,3,Zone_C,fog,1,19.8,134.5
13,0,10,Zone_A,clear,0,28.5,108.0
23,3,5,Zone_C,clear,0,22.0,90.6
9,0,7,Zone_C,fog,0,16.5,137.7
7,2,4,Zone_D,rain,0,18.5,157.3
2,6,9,Zone_A,clear,0,20.5,100.8
16,2,10,Zone_C,clear,0,11.4,40.6
18,0,7,Zone_A,fog,0,12.6,0.0
2,3,12,Zone_B,rain,0,9.6,156.3
13,3,3,Zone_C,clear,0,15.9,78.9
5,6,8,Zone_A,rain,0,11.4,140.4
18,6,10,Zone_D,clear,0,27.9,0.0
17,4,2,Zone_A,rain,0,23.5,33.5
11,6,6,Zone_A,clear,0,21.2,91.4
14,4,4,Zone_B,clear,0,18.9,54.9
5,2,5,Zone_D,rain,0,30.5,166.1
20,4,10,Zone_D,snow,0,17.3,5.0
11,4,4,Zone_C,clear,0,34.9,130.1
18,4,10,Zone_D,clear,0,17.8,33.5
6,2,2,Zone_C,rain,0,19.5,166.6
22,4,2,Zone_A,clear,0,31.6,57.4
19,0,9,Zone_B,rain,1,28.6,0.0
9,1,11,Zone_B,clear,0,26.6,175.9
17,1,4,Zone_C,rain,0,24.7,28.3
1,4,4,Zone_D,clear,0,30.3,129.1
12,4,1,Zone_A,fog,0,12.7,72.2
14,6,10,Zone_C,snow,0,29.6,0.0
23,6,6,Zone_D,snow,0,22.6,40.6
3,4,9,Zone_A,clear,0,17.5,166.7
6,6,8,Zone_C,fog,0,32.1,123.5
2,6,10,Zone_D,clear,0,25.8,108.9
15,0,9,Zone_C,clear,0,21.9,53.0
8,2,11,Zone_C,rain,0,11.6,148.4
22,1,1,Zone_A,clear,0,13.3,64.4
22,6,7,Zone_C,rain,0,26.3,42.3
16,6,1,Zone_A,rain,0,34.9,14.7
7,3,2,Zone_C,clear,1,16.0,144.1
17,4,2,Zone_A,clear,0,16.2,28.4
23,6,12,Zone_C,clear,1,11.3,11.1
12,3,3,Zone_C,clear,0,12.8,118.5
1,5,3,Zone_C,fog,0,20.3,91.8
0,0,4,Zone_B,snow,0,26.4,81.3
15,5,6,Zone_A,rain,0,22.9,6.4
15,2,4,Zone_D,rain,0,24.5,40.7
10,3,7,Zone_B,clear,0,13.4,128.7
23,4,4,Zone_B,clear,0,18.0,83.0
3,4,10,Zone_A,clear,0,27.4,174.7
10,0,11,Zone_D,clear,0,17.4,161.2
5,5,9,Zone_B,clear,0,15.1,154.7
10,4,2,Zone_A,snow,0,22.6,106.1
0,3,1,Zone_C,clear,0,26.1,87.2
8,2,7,Zone_D,clear,0,17.7,160.0
6,4,7,Zone_B,clear,0,32.7,212.9
20,4,2,Zone_C,fog,0,17.4,16.7
21,3,8,Zone_D,rain,0,10.3,47.1
2,2,5,Zone_B,fog,0,20.1,114.4
8,3,1,Zone_C,clear,1,19.0,144.2
1,0,3,Zone_C,rain,0,21.5,137.9
9,4,10,Zone_C,clear,0,15.7,172.0
16,1,6,Zone_D,rain,0,25.4,37.0
0,6,3,Zone_C,clear,0,17.9,70.3
17,6,4,Zone_B,rain,0,23.0,0.0
5,0,11,Zone_A,clear,0,28.3,178.8
5,5,2,Zone_B,rain,0,40.9,114.8
8,5,8,Zone_D,clear,0,22.5,142.4
9,5,8,Zone_D,clear,0,32.1,143.6
14,1,4,Zone_A,clear,0,14.2,73.6
3,3,8,Zone_C,snow,0,14.9,129.2
7,1,7,Zone_D,clear,0,15.4,180.1
3,2,6,Zone_A,rain,0,9.1,179.5
2,4,3,Zone_C,clear,0,38.3,149.1
3,2,8,Zone_A,clear,0,11.2,175.5
0,2,2,Zone_C,fog,0,27.8,81.2
8,3,4,Zone_B,clear,0,22.0,191.0
10,2,5,Zone_D,clear,0,23.6,155.3
20,1,5,Zone_B,clear,0,12.0,44.1
22,5,3,Zone_B,rain,0,21.6,0.0
18,6,9,Zone_D,clear,0,27.9,22.3
20,6,10,Zone_C,clear,0,16.6,16.0
19,0,3,Zone_D,clear,0,20.4,4.0
6,5,3,Zone_B,fog,0,11.6,117.9
4,0,1,Zone_C,clear,0,36.6,154.2
1,0,3,Zone_D,fog,0,11.0,96.3
18,1,8,Zone_B,fog,0,14.8,18.0
23,4,8,Zone_C,clear,0,37.8,73.3
2,1,12,Zone_A,snow,0,29.1,101.7
14,0,12,Zone_A,snow,0,19.0,9.0
6,4,9,Zone_A,clear,1,23.3,152.4
4,3,7,Zone_B,clear,0,17.6,179.9
22,1,4,Zone_D,clear,0,19.0,77.9
9,2,4,Zone_D,clear,0,12.1,165.3
8,6,6,Zone_A,fog,0,20.3,121.7
22,2,5,Zone_A,clear,0,22.0,74.1
13,2,11,Zone_B,clear,0,24.9,108.8
21,1,5,Zone_D,clear,0,39.1,44.0
12,3,10,Zone_B,clear,0,9.8,107.3
0,4,4,Zone_C,fog,1,42.9,52.2
15,1,4,Zone_C,clear,1,29.7,9.6
19,1,7,Zone_D,clear,0,25.9,27.9
7,1,8,Zone_D,clear,0,29.1,224.3
16,4,8,Zone_C,rain,0,30.0,11.6
5,3,7,Zone_A,clear,0,28.0,165.5
1,6,4,Zone_D,clear,0,18.8,108.5
12,1,10,Zone_C,clear,0,22.4,109.5
7,5,1,Zone_C,clear,0,13.5,153.0
8,0,3,Zone_D,clear,0,24.3,186.3
12,4,5,Zone_A,fog,0,17.1,85.3
17,5,8,Zone_B,snow,0,5.7,0.0
17,3,11,Zone_C,clear,1,7.0,0.0
8,0,2,Zone_A,clear,0,36.8,178.0
1,1,5,Zone_A,rain,0,11.8,101.6
3,5,9,Zone_D,clear,0,9.6,140.8
17,5,6,Zone_C,clear,0,26.2,6.3
16,0,4,Zone_D,clear,0,15.5,37.0
11,2,4,Zone_D,clear,0,27.8,120.7
15,5,6,Zone_C,clear,0,26.7,19.6
12,3,8,Zone_C,clear,0,27.9,134.0
10,5,2,Zone_C,clear,1,31.0,100.2
13,5,7,Zone_A,clear,1,27.1,24.7
9,5,2,Zone_D,rain,0,13.7,125.6
22,5,4,Zone_C,clear,0,22.0,50.0
20,3,1,Zone_D,clear,0,4.6,26.9
18,2,7,Zone_D,rain,0,30.2,14.9
23,5,5,Zone_B,clear,0,22.7,67.0
20,0,3,Zone_B,snow,0,25.4,1.6
16,6,9,Zone_A,snow,0,34.1,0.0
8,3,9,Zone_B,clear,0,11.7,167.5
13,1,2,Zone_C,rain,0,19.0,87.2
4,2,10,Zone_A,rain,0,20.7,168.7
2,3,11,Zone_B,clear,0,34.1,160.4
21,5,5,Zone_D,snow,0,8.0,0.0
7,3,4,Zone_B,rain,0,30.4,180.0
17,6,4,Zone_D,clear,0,16.2,5.7
2,5,2,Zone_C,clear,0,15.8,125.7
22,4,8,Zone_C,clear,0,11.7,70.8
1,5,12,Zone_A,clear,0,19.9,134.1
10,6,7,Zone_D,clear,0,30.0,121.1
4,0,7,Zone_C,clear,0,19.7,171.9
6,2,1,Zone_B,clear,0,24.5,178.4
13,3,8,Zone_C,rain,0,23.5,80.7
18,2,9,Zone_D,clear,0,18.8,50.3
1,1,5,Zone_B,clear,0,20.2,136.5
8,4,8,Zone_C,rain,0,22.4,152.3
9,5,7,Zone_C,clear,0,19.1,111.1
18,6,8,Zone_D,rain,0,25.3,0.0
16,0,9,Zone_C,clear,0,25.2,35.3
6,5,5,Zone_B,clear,0,18.0,155.9
17,6,12,Zone_C,rain,0,30.0,0.0
5,0,7,Zone_C,rain,0,11.1,169.3
8,1,3,Zone_D,clear,0,29.2,179.0
7,3,9,Zone_C,clear,0,21.5,190.2
21,4,10,Zone_D,clear,0,24.2,39.8
21,0,5,Zone_B,clear,0,10.7,46.1
23,5,9,Zone_D,clear,0,24.8,58.1
8,2,11,Zone_B,clear,0,37.8,169.3
23,1,2,Zone_D,fog,0,34.6,59.3
0,5,6,Zone_D,clear,0,17.9,89.0
1,0,4,Zone_D,rain,0,40.2,100.3
21,5,4,Zone_B,clear,0,13.7,10.3
23,3,6,Zone_B,clear,0,16.4,67.6
3,4,6,Zone_D,clear,0,25.0,157.5
19,6,4,Zone_D,fog,0,32.3,0.0
17,0,12,Zone_D,clear,0,14.8,27.3
9,3,7,Zone_A,clear,0,17.0,169.8
0,3,10,Zone_B,snow,0,-0.4,73.1
9,1,11,Zone_D,clear,0,20.7,174.9
8,5,5,Zone_B,rain,0,25.5,138.0
22,3,11,Zone_B,rain,0,21.5,47.1
12,1,2,Zone_B,rain,0,33.4,113.5
14,2,10,Zone_D,clear,0,27.0,80.2
17,5,4,Zone_C,clear,0,25.3,0.0
12,1,8,Zone_A,clear,0,19.5,101.3
4,0,4,Zone_C,clear,0,10.9,157.2
1,1,11,Zone_B,fog,0,32.3,118.2
6,4,7,Zone_C,rain,0,16.6,183.4
8,2,9,Zone_A,snow,0,32.4,143.8
18,1,1,Zone_A,rain,0,17.2,26.5
13,2,6,Zone_A,clear,0,11.3,90.2
16,5,1,Zone_A,clear,0,24.2,0.2
19,1,3,Zone_B,clear,0,18.3,33.0
19,3,12,Zone_A,clear,0,20.4,37.3
10,3,11,Zone_B,clear,0,26.2,153.8
21,5,1,Zone_D,clear,0,11.1,9.5
4,0,7,Zone_A,clear,1,6.3,144.1
11,3,2,Zone_A,clear,0,20.1,107.1
20,4,12,Zone_A,clear,0,10.6,40.8
8,3,8,Zone_D,clear,1,15.4,147.2
16,4,11,Zone_D,clear,0,19.3,63.5
7,1,8,Zone_A,rain,0,28.6,172.3
23,5,9,Zone_D,rain,0,18.3,50.8
7,1,1,Zone_D,snow,0,28.7,149.9
11,4,10,Zone_A,clear,0,21.1,124.9
18,0,8,Zone_A,clear,0,20.7,19.1
9,6,12,Zone_B,rain,0,21.4,117.5
23,3,9,Zone_C,clear,0,13.0,96.3
1,4,7,Zone_C,clear,0,27.6,125.9
23,3,8,Zone_C,clear,0,21.9,65.1
7,6,8,Zone_C,clear,0,19.7,143.7
13,2,10,Zone_D,fog,0,24.6,66.8
18,0,2,Zone_D,snow,0,-2.5,0.0
3,1,12,Zone_D,clear,0,36.2,154.0
8,4,9,Zone_D,rain,0,27.5,173.4
12,2,9,Zone_C,clear,0,32.9,97.1
8,5,12,Zone_D,fog,1,10.6,88.5
12,4,4,Zone_C,clear,0,15.9,90.6
15,5,6,Zone_C,clear,0,22.1,9.8
21,6,7,Zone_B,clear,0,28.5,23.9
0,4,5,Zone_A,clear,0,34.0,118.3
7,5,10,Zone_D,clear,0,25.4,157.2
8,6,6,Zone_D,rain,0,8.4,141.8
23,4,12,Zone_B,rain,0,17.4,66.7
12,4,12,Zone_C,rain,0,15.2,108.3
16,1,4,Zone_A,clear,0,8.6,33.6
21,1,2,Zone_B,clear,0,25.5,58.6
8,1,12,Zone_B,clear,0,23.1,195.8
6,0,2,Zone_A,clear,0,15.0,185.7
22,5,2,Zone_C,clear,0,12.4,47.0
19,1,3,Zone_D,clear,0,29.9,34.3
22,3,5,Zone_C,fog,0,30.1,32.1
9,1,8,Zone_A,clear,0,29.1,196.0
20,4,7,Zone_C,clear,0,20.8,41.1
4,4,12,Zone_A,rain,0,22.9,175.3
16,3,11,Zone_C,rain,0,20.7,32.7
1,2,10,Zone_B,clear,0,25.3,122.5
8,4,6,Zone_B,clear,0,4.9,188.9
1,4,12,Zone_A,clear,1,23.8,100.8
9,1,4,Zone_B,clear,0,36.0,173.8
11,1,11,Zone_B,clear,0,16.7,117.5
1,4,2,Zone_C,clear,0,13.5,148.2
14,3,10,Zone_B,rain,0,21.4,52.5
2,4,10,Zone_B,fog,0,24.6,130.0
1,1,9,Zone_B,clear,0,11.5,136.5
6,5,4,Zone_B,clear,0,32.4,159.5
8,1,11,Zone_B,clear,0,14.5,176.9
10,6,2,Zone_D,fog,0,18.6,101.5
21,1,1,Zone_D,snow,0,10.3,14.6
15,6,12,Zone_A,clear,0,19.3,44.1
6,3,11,Zone_B,clear,0,24.0,185.6
12,4,6,Zone_C,rain,1,12.9,73.9
2,1,7,Zone_A,snow,0,13.7,113.8
10,2,7,Zone_C,clear,0,18.7,147.8
2,5,5,Zone_C,clear,0,18.7,132.1
14,1,12,Zone_D,clear,1,33.0,58.6
7,0,7,Zone_B,clear,0,10.3,176.7
6,6,5,Zone_D,clear,0,18.3,165.6
4,2,7,Zone_D,rain,0,21.0,159.7
5,1,5,Zone_A,clear,0,10.0,202.6
18,0,8,Zone_B,clear,0,30.4,22.7
2,3,1,Zone_C,fog,0,21.6,103.6
10,0,2,Zone_D,clear,0,31.3,140.1
5,4,7,Zone_C,clear,0,7.6,194.2
23,5,1,Zone_B,clear,0,29.5,57.7
20,4,7,Zone_D,fog,1,32.6,0.0
13,3,9,Zone_C,clear,0,13.7,85.1
16,3,3,Zone_C,clear,0,25.3,64.9
2,3,9,Zone_B,clear,0,26.3,145.3
23,0,12,Zone_D,rain,0,17.0,89.7
3,0,5,Zone_D,fog,0,29.1,156.2
8,6,6,Zone_A,clear,0,16.8,157.3
12,3,8,Zone_C,clear,0,24.6,136.5
5,0,1,Zone_A,clear,0,17.9,196.2
9,4,5,Zone_B,clear,0,25.9,170.4
19,1,5,Zone_B,rain,0,13.2,33.2
19,2,10,Zone_D,clear,0,24.4,29.0
20,3,8,Zone_D,clear,1,15.4,11.8
12,4,4,Zone_B,clear,0,18.7,96.2
22,0,9,Zone_C,clear,0,29.3,79.0
13,2,5,Zone_B,clear,0,27.9,106.6
11,6,12,Zone_C,clear,0,19.3,101.4
22,3,7,Zone_D,clear,0,10.2,66.7
12,0,8,Zone_B,clear,0,20.9,128.8
9,6,10,Zone_D,rain,0,19.3,118.9
6,0,6,Zone_C,clear,0,22.4,193.4
4,2,3,Zone_A,rain,0,28.3,163.2
11,0,10,Zone_C,clear,0,28.6,121.3
1,2,1,Zone_D,fog,1,11.4,88.0
7,4,9,Zone_C,clear,0,31.2,179.2
7,6,5,Zone_C,clear,0,26.0,157.4
18,6,4,Zone_D,rain,0,23.7,0.0
4,3,2,Zone_D,fog,0,39.7,129.5
7,0,4,Zone_B,rain,0,13.3,158.1
9,1,5,Zone_C,clear,0,25.0,172.8
12,2,11,Zone_A,rain,0,24.1,98.7
8,4,1,Zone_C,clear,0,30.4,170.7
6,5,7,Zone_B,snow,0,21.8,93.1
19,1,4,Zone_A,clear,0,12.2,35.0
19,3,9,Zone_D,clear,0,34.1,42.0
18,4,7,Zone_A,rain,0,22.0,22.4
10,2,5,Zone_C,rain,1,28.1,99.6
7,4,6,Zone_C,clear,0,25.7,169.6
21,6,11,Zone_C,fog,0,21.1,2.7
15,5,2,Zone_D,fog,1,14.2,0.0
9,6,12,Zone_D,clear,0,0.7,122.7
5,4,9,Zone_C,fog,0,17.5,157.5
9,4,11,Zone_B,snow,0,26.1,120.3
9,3,1,Zone_A,clear,0,28.1,165.6
18,1,8,Zone_C,clear,0,40.1,36.1
3,4,8,Zone_D,fog,1,23.7,107.9
18,6,1,Zone_C,clear,0,17.3,3.6
2,0,3,Zone_C,clear,0,24.6,140.0
16,4,5,Zone_D,rain,0,36.3,26.4
13,4,5,Zone_C,clear,0,34.7,81.6
9,3,12,Zone_A,clear,0,33.7,160.8
5,3,6,Zone_D,clear,0,35.7,182.3
15,6,2,Zone_D,rain,0,37.2,2.7
8,3,8,Zone_B,clear,0,28.8,170.7
20,6,2,Zone_D,clear,0,18.7,20.9
11,5,5,Zone_A,clear,1,26.3,62.4
11,6,8,Zone_D,fog,0,23.1,73.1
13,3,9,Zone_D,clear,0,16.5,103.9
1,4,1,Zone_D,rain,0,18.8,99.0
9,4,11,Zone_A,snow,0,21.0,129.6
3,2,12,Zone_A,clear,0,1.5,182.0
5,3,8,Zone_B,clear,0,7.0,194.5
22,2,9,Zone_A,clear,0,24.8,74.1
12,1,10,Zone_A,fog,0,29.8,97.3
22,6,12,Zone_B,snow,0,15.8,19.9
13,3,12,Zone_C,clear,0,20.0,76.8
3,5,5,Zone_B,clear,0,8.9,133.8
9,5,6,Zone_C,clear,0,9.5,155.4
9,6,1,Zone_B,clear,0,24.6,131.0
4,1,10,Zone_C,clear,0,22.9,187.5
3,5,8,Zone_A,rain,0,17.8,118.0
11,0,9,Zone_B,clear,0,33.1,139.0
21,4,7,Zone_A,clear,0,11.3,68.7
13,4,1,Zone_A,clear,0,23.7,104.8
6,2,3,Zone_D,clear,0,18.8,186.4
1,4,3,Zone_A,clear,0,30.1,144.4
13,1,1,Zone_B,clear,0,28.0,88.6
9,4,11,Zone_C,clear,0,19.1,149.5
15,3,9,Zone_B,clear,0,10.7,77.3
2,0,11,Zone_A,clear,1,14.6,123.6
7,2,12,Zone_C,rain,0,35.4,184.8
22,6,2,Zone_C,fog,0,9.3,18.2
16,2,11,Zone_A,rain,0,36.2,25.9
3,2,10,Zone_A,clear,0,33.1,167.1
20,3,7,Zone_B,clear,0,34.7,34.3
18,4,12,Zone_A,fog,0,12.4,0.0
14,3,8,Zone_B,snow,0,16.3,21.5
19,1,10,Zone_B,clear,0,11.8,43.8
9,5,6,Zone_B,fog,0,18.9,119.6
9,4,1,Zone_B,clear,0,22.2,151.9
22,3,12,Zone_A,clear,0,26.5,57.1
23,1,12,Zone_D,rain,0,23.7,84.2
11,1,5,Zone_A,clear,0,20.2,135.6
8,3,8,Zone_C,snow,0,31.6,135.1
14,3,6,Zone_C,clear,0,38.8,79.3
17,0,1,Zone_D,clear,0,12.8,35.1
19,3,6,Zone_D,rain,0,27.6,37.1
0,2,1,Zone_D,clear,0,21.7,103.9
2,4,3,Zone_A,rain,0,25.5,145.0
7,6,2,Zone_D,clear,0,26.5,159.1
6,1,2,Zone_B,clear,0,31.5,180.6
14,6,11,Zone_B,clear,0,1.3,56.9
7,2,10,Zone_A,rain,0,19.6,149.9
14,5,8,Zone_C,clear,1,23.6,19.9
21,2,7,Zone_C,fog,0,25.8,24.9
4,1,11,Zone_C,clear,0,21.4,186.1
11,5,12,Zone_A,clear,0,34.8,104.9
11,4,4,Zone_D,snow,0,23.7,89.6
8,0,11,Zone_C,clear,0,14.4,173.7
20,0,5,Zone_D,clear,0,10.6,31.6
8,5,9,Zone_C,clear,0,26.4,145.5
14,2,12,Zone_D,fog,0,24.0,39.6
14,2,6,Zone_B,clear,0,30.0,73.5
19,3,1,Zone_D,snow,0,22.2,17.2
11,0,5,Zone_A,clear,1,20.7,98.2
4,0,8,Zone_B,clear,0,24.5,190.4
0,4,12,Zone_A,clear,0,26.1,101.0
21,3,7,Zone_D,snow,0,10.9,0.0
18,1,9,Zone_D,fog,0,33.2,13.8
10,1,6,Zone_C,clear,0,31.3,150.0
17,4,3,Zone_D,rain,0,21.1,11.1
5,1,3,Zone_B,clear,0,11.3,191.6
16,0,7,Zone_A,rain,0,19.4,32.5
13,2,6,Zone_B,snow,0,9.4,20.9
11,3,12,Zone_C,clear,0,7.1,124.9
4,1,10,Zone_D,rain,0,24.2,193.4
6,1,5,Zone_A,snow,0,17.3,134.0
15,1,4,Zone_A,snow,0,24.2,34.2
8,1,8,Zone_D,clear,0,21.7,178.0
22,2,6,Zone_A,clear,0,12.7,68.1
14,2,8,Zone_D,fog,0,12.2,29.8
3,5,10,Zone_D,clear,0,14.0,146.7
19,6,8,Zone_D,rain,0,22.5,0.0
22,4,10,Zone_C,clear,0,24.8,57.7
23,6,8,Zone_A,rain,0,28.9,48.2
6,0,10,Zone_A,snow,0,20.2,133.9
13,1,6,Zone_C,rain,0,3.8,88.9
3,4,8,Zone_B,rain,0,17.8,165.3
3,0,12,Zone_D,clear,0,-1.1,142.9
23,2,9,Zone_D,clear,0,22.8,76.3
13,1,5,Zone_B,clear,0,20.5,81.1
6,6,2,Zone_B,clear,0,25.4,161.2
14,2,8,Zone_A,clear,0,33.5,57.5
11,5,3,Zone_A,clear,0,30.6,92.2
13,1,5,Zone_D,clear,0,24.2,101.1
12,2,4,Zone_C,clear,0,13.8,110.4
18,6,12,Zone_D,clear,0,19.9,32.6
11,4,11,Zone_C,fog,0,20.8,112.2
15,4,9,Zone_D,snow,0,7.4,0.5
15,6,8,Zone_B,rain,0,32.0,24.4
0,2,12,Zone_B,clear,0,14.3,141.1
14,2,5,Zone_C,clear,0,20.8,72.2
4,6,12,Zone_D,rain,0,24.3,147.2
5,3,7,Zone_A,rain,0,19.5,177.9
20,6,7,Zone_B,clear,0,19.5,13.9
16,1,3,Zone_A,rain,0,13.8,51.1
10,3,2,Zone_D,rain,1,23.9,106.5
3,6,8,Zone_D,clear,0,14.5,134.0
17,2,5,Zone_B,rain,0,21.7,7.3
19,4,10,Zone_C,clear,0,34.9,41.4
13,1,12,Zone_B,rain,0,18.7,79.0
22,4,7,Zone_B,clear,0,32.2,59.4
8,2,7,Zone_C,rain,0,22.6,178.4
2,6,1,Zone_A,rain,0,17.6,91.8
2,6,1,Zone_A,rain,0,25.2,99.8
10,3,1,Zone_A,snow,0,20.2,90.0
19,6,12,Zone_C,rain,1,25.3,0.0
22,6,8,Zone_D,snow,0,34.9,24.4
21,1,3,Zone_A,clear,0,20.9,66.5
4,5,9,Zone_C,clear,0,24.1,143.9
3,3,11,Zone_C,clear,0,22.9,167.5
11,1,6,Zone_B,rain,0,19.3,131.8
23,5,3,Zone_C,clear,0,12.4,64.5
11,5,8,Zone_A,rain,0,20.4,92.2
3,4,6,Zone_A,fog,0,15.3,146.3
2,0,10,Zone_D,clear,0,14.0,135.9
22,1,3,Zone_B,clear,0,19.5,75.0
1,6,11,Zone_D,clear,0,20.4,95.6
3,2,12,Zone_A,clear,0,26.4,173.8
23,6,8,Zone_D,clear,0,32.2,58.0
3,1,2,Zone_C,rain,0,36.3,160.1
6,5,3,Zone_B,clear,0,28.3,170.2
1,2,6,Zone_C,fog,0,21.9,120.6
10,0,11,Zone_A,rain,0,12.1,139.4
